#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 11 29 02 10 257  3.4  3.9 99.00 99.00 99.00 999 1010.6  15.0 999.0 999.0 99.0 99.00
2016 11 29 02 11 263  3.5  4.3 99.00 99.00 99.00 999 1010.5  15.0 999.0 999.0 99.0 99.00
2016 11 29 02 12 266  4.1  4.7 99.00 99.00 99.00 999 1010.5  15.0 999.0 999.0 99.0 99.00
2016 11 29 02 13 269  3.9  4.6 99.00 99.00 99.00 999 1010.4  15.0 999.0 999.0 99.0 99.00
2016 11 29 02 14 276  3.9  4.5 99.00 99.00 99.00 999 1010.4  14.9 999.0 999.0 99.0 99.00
2016 11 29 02 15 273  2.9  3.4 99.00 99.00 99.00 999 1010.4  14.9 999.0 999.0 99.0 99.00
2016 11 29 02 16 273  2.3  2.5 99.00 99.00 99.00 999 1010.4  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 17 276  2.3  2.7 99.00 99.00 99.00 999 1010.5  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 18 279  2.4  2.7 99.00 99.00 99.00 999 1010.5  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 19 281  2.1  2.4 99.00 99.00 99.00 999 1010.5  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 20 287  2.4  3.0 99.00 99.00 99.00 999 1010.5  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 21 287  2.4  2.7 99.00 99.00 99.00 999 1010.5  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 22 288  2.0  2.3 99.00 99.00 99.00 999 1010.5  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 23 292  1.7  2.2 99.00 99.00 99.00 999 1010.5  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 24 299  1.8  2.0 99.00 99.00 99.00 999 1010.5  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 25 310  1.6  1.8 99.00 99.00 99.00 999 1010.6  14.9 999.0 999.0 99.0 99.00
2016 11 29 02 26 315  1.7  1.8 99.00 99.00 99.00 999 1010.6  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 27 323  1.6  1.8 99.00 99.00 99.00 999 1010.6  14.9 999.0 999.0 99.0 99.00
2016 11 29 02 28 332  1.4  1.5 99.00 99.00 99.00 999 1010.6  14.9 999.0 999.0 99.0 99.00
2016 11 29 02 29 341  1.2  1.4 99.00 99.00 99.00 999 1010.7  14.9 999.0 999.0 99.0 99.00
2016 11 29 02 30 334  1.3  1.4 99.00 99.00 99.00 999 1010.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 31 329  1.3  1.5 99.00 99.00 99.00 999 1010.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 32 332  1.1  1.3 99.00 99.00 99.00 999 1010.7  14.9 999.0 999.0 99.0 99.00
2016 11 29 02 33 356  1.1  1.4 99.00 99.00 99.00 999 1010.7  14.9 999.0 999.0 99.0 99.00
2016 11 29 02 34   4  1.3  1.5 99.00 99.00 99.00 999 1010.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 35 351  1.8  2.1 99.00 99.00 99.00 999 1010.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 36 346  1.6  1.8 99.00 99.00 99.00 999 1010.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 37 344  1.4  1.5 99.00 99.00 99.00 999 1010.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 38 345  1.4  1.8 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 39 338  1.6  1.8 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 40 331  1.9  2.1 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 41 333  1.7  2.3 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 42 329  2.1  2.4 99.00 99.00 99.00 999 1010.8  14.9 999.0 999.0 99.0 99.00
2016 11 29 02 43 319  2.1  2.2 99.00 99.00 99.00 999 1010.8  14.9 999.0 999.0 99.0 99.00
2016 11 29 02 44 313  2.0  2.3 99.00 99.00 99.00 999 1010.8  14.9 999.0 999.0 99.0 99.00
2016 11 29 02 45 309  1.9  2.4 99.00 99.00 99.00 999 1010.8  15.0 999.0 999.0 99.0 99.00
2016 11 29 02 46 299  1.8  2.2 99.00 99.00 99.00 999 1010.8  14.9 999.0 999.0 99.0 99.00
2016 11 29 02 47 293  1.6  1.9 99.00 99.00 99.00 999 1010.7  14.9 999.0 999.0 99.0 99.00
2016 11 29 02 48 295  2.1  2.4 99.00 99.00 99.00 999 1010.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 49 293  2.5  2.9 99.00 99.00 99.00 999 1010.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 50 291  2.2  2.6 99.00 99.00 99.00 999 1010.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 51 298  2.4  2.5 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 52 303  2.5  2.8 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 53 304  2.5  3.0 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 54 302  2.1  2.4 99.00 99.00 99.00 999 1010.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 55 300  2.0  2.3 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 57 302  1.8  2.1 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 58 299  1.8  2.0 99.00 99.00 99.00 999 1010.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 02 59 301  1.7  1.8 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 03 00 306  1.4  1.8 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 03 01 306  1.9  2.6 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 03 02 320  2.2  2.6 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 03 03 308  2.0  2.4 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 03 04 314  1.8  2.2 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 03 05 303  2.3  2.7 99.00 99.00 99.00 999 1010.8  14.8 999.0 999.0 99.0 99.00
2016 11 29 03 06 315  2.2  2.6 99.00 99.00 99.00 999 1010.8  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 07 319  2.5  3.0 99.00 99.00 99.00 999 1010.8  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 08 317  2.8  3.5 99.00 99.00 99.00 999 1010.9  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 09 323  2.9  3.3 99.00 99.00 99.00 999 1010.9  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 10 321  3.0  3.6 99.00 99.00 99.00 999 1010.9  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 11 323  3.5  3.8 99.00 99.00 99.00 999 1010.8  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 12 318  3.2  3.7 99.00 99.00 99.00 999 1010.8  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 13 323  3.1  3.4 99.00 99.00 99.00 999 1010.8  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 14 323  2.9  3.4 99.00 99.00 99.00 999 1010.9  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 15 332  2.7  3.0 99.00 99.00 99.00 999 1010.9  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 16 331  3.3  3.9 99.00 99.00 99.00 999 1010.9  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 17 326  2.8  3.1 99.00 99.00 99.00 999 1010.9  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 18 333  2.9  3.3 99.00 99.00 99.00 999 1010.9  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 19 335  2.8  3.4 99.00 99.00 99.00 999 1010.9  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 20 337  2.8  3.4 99.00 99.00 99.00 999 1010.9  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 21 350  2.4  2.7 99.00 99.00 99.00 999 1010.9  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 22   8  3.0  3.5 99.00 99.00 99.00 999 1010.9  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 23   6  2.9  3.3 99.00 99.00 99.00 999 1010.9  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 24 349  2.6  2.9 99.00 99.00 99.00 999 1010.9  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 25 321  2.3  2.8 99.00 99.00 99.00 999 1010.9  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 26 324  1.7  2.4 99.00 99.00 99.00 999 1010.8  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 27 300  1.9  2.1 99.00 99.00 99.00 999 1010.8  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 28 300  2.2  2.4 99.00 99.00 99.00 999 1010.8  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 29 314  2.1  2.4 99.00 99.00 99.00 999 1010.8  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 30 329  2.2  2.5 99.00 99.00 99.00 999 1010.8  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 31 327  2.2  2.5 99.00 99.00 99.00 999 1010.8  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 32 343  2.1  2.4 99.00 99.00 99.00 999 1010.9  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 33   1  2.2  2.8 99.00 99.00 99.00 999 1010.9  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 34   2  2.5  2.9 99.00 99.00 99.00 999 1010.9  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 35 359  2.4  2.5 99.00 99.00 99.00 999 1010.9  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 36 999 99.0 99.0 99.00 99.00 99.00 999 1010.9  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 37 999 99.0 99.0 99.00 99.00 99.00 999 1010.9  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 38 999 99.0 99.0 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 39 999 99.0 99.0 99.00 99.00 99.00 999 1011.0  14.8 999.0 999.0 99.0 99.00
2016 11 29 03 40 999 99.0 99.0 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 41 999 99.0 99.0 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 42 999 99.0 99.0 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 43 999 99.0 99.0 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 44 999 99.0 99.0 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 46 999 99.0 99.0 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 47 999 99.0 99.0 99.00 99.00 99.00 999 1011.0  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 48 999 99.0 99.0 99.00 99.00 99.00 999 1011.0  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 49 999 99.0 99.0 99.00 99.00 99.00 999 1011.0  15.0 999.0 999.0 99.0 99.00
2016 11 29 03 50 999 99.0 99.0 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 51 357  2.0  2.3 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 52 342  1.8  1.9 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 53 341  1.8  2.2 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 54 345  1.5  1.8 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 55 354  1.2  1.4 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 56 354  1.5  1.7 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 57 351  1.7  2.0 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 58  13  1.7  1.9 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 03 59  22  1.8  2.1 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 04 00  32  1.7  1.9 99.00 99.00 99.00 999 1011.0  14.9 999.0 999.0 99.0 99.00
2016 11 29 04 01  26  1.8  2.1 99.00 99.00 99.00 999 1011.1  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 02  26  2.0  2.2 99.00 99.00 99.00 999 1011.1  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 03  25  1.9  2.1 99.00 99.00 99.00 999 1011.1  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 04  19  1.7  1.9 99.00 99.00 99.00 999 1011.2  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 05  20  1.8  2.0 99.00 99.00 99.00 999 1011.2  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 06   8  1.8  1.9 99.00 99.00 99.00 999 1011.2  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 07   5  1.8  1.9 99.00 99.00 99.00 999 1011.2  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 08   6  1.8  1.9 99.00 99.00 99.00 999 1011.2  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 09  10  1.5  1.7 99.00 99.00 99.00 999 1011.3  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 10   6  1.7  1.9 99.00 99.00 99.00 999 1011.2  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 11   6  1.8  2.0 99.00 99.00 99.00 999 1011.2  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 12  12  1.6  1.8 99.00 99.00 99.00 999 1011.2  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 13  16  1.5  1.6 99.00 99.00 99.00 999 1011.2  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 14  18  1.4  1.5 99.00 99.00 99.00 999 1011.2  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 15  16  1.4  1.5 99.00 99.00 99.00 999 1011.2  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 16  17  1.4  1.6 99.00 99.00 99.00 999 1011.2  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 17  17  1.7  2.0 99.00 99.00 99.00 999 1011.2  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 18  20  1.9  2.1 99.00 99.00 99.00 999 1011.2  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 19  23  1.9  2.1 99.00 99.00 99.00 999 1011.2  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 20  22  1.8  2.2 99.00 99.00 99.00 999 1011.2  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 21  15  1.9  2.1 99.00 99.00 99.00 999 1011.2  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 22  10  1.8  1.9 99.00 99.00 99.00 999 1011.2  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 23   2  1.7  2.0 99.00 99.00 99.00 999 1011.2  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 24   3  1.7  1.8 99.00 99.00 99.00 999 1011.2  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 25   8  1.4  1.6 99.00 99.00 99.00 999 1011.3  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 26  18  1.9  2.2 99.00 99.00 99.00 999 1011.3  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 27  20  2.3  2.4 99.00 99.00 99.00 999 1011.3  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 28  17  2.3  2.4 99.00 99.00 99.00 999 1011.3  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 29  18  2.2  2.3 99.00 99.00 99.00 999 1011.3  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 30  20  2.2  2.5 99.00 99.00 99.00 999 1011.3  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 31  20  2.7  3.0 99.00 99.00 99.00 999 1011.3  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 32  21  2.7  3.0 99.00 99.00 99.00 999 1011.4  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 33  24  2.7  2.9 99.00 99.00 99.00 999 1011.4  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 34  26  2.5  2.8 99.00 99.00 99.00 999 1011.4  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 35  20  2.4  2.7 99.00 99.00 99.00 999 1011.4  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 36  18  2.5  2.6 99.00 99.00 99.00 999 1011.4  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 37  13  2.2  2.5 99.00 99.00 99.00 999 1011.4  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 38  10  2.1  2.3 99.00 99.00 99.00 999 1011.4  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 39   8  2.0  2.3 99.00 99.00 99.00 999 1011.4  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 41   6  2.4  2.5 99.00 99.00 99.00 999 1011.4  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 42  10  2.4  2.5 99.00 99.00 99.00 999 1011.4  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 43   9  2.4  2.5 99.00 99.00 99.00 999 1011.4  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 44  11  2.6  2.8 99.00 99.00 99.00 999 1011.4  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 45  11  2.8  2.9 99.00 99.00 99.00 999 1011.4  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 46  13  2.8  3.0 99.00 99.00 99.00 999 1011.4  14.6 999.0 999.0 99.0 99.00
2016 11 29 04 47  12  2.9  3.0 99.00 99.00 99.00 999 1011.5  14.6 999.0 999.0 99.0 99.00
2016 11 29 04 48  11  2.9  3.1 99.00 99.00 99.00 999 1011.5  14.6 999.0 999.0 99.0 99.00
2016 11 29 04 49  14  2.6  2.9 99.00 99.00 99.00 999 1011.5  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 50  17  3.0  3.3 99.00 99.00 99.00 999 1011.5  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 51  19  3.3  3.5 99.00 99.00 99.00 999 1011.5  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 52  19  3.4  3.6 99.00 99.00 99.00 999 1011.5  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 53  20  3.6  3.8 99.00 99.00 99.00 999 1011.6  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 54  19  3.6  3.9 99.00 99.00 99.00 999 1011.6  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 55  23  3.6  3.8 99.00 99.00 99.00 999 1011.6  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 56  26  3.7  4.0 99.00 99.00 99.00 999 1011.6  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 57  28  3.4  3.5 99.00 99.00 99.00 999 1011.6  14.7 999.0 999.0 99.0 99.00
2016 11 29 04 58  25  3.2  3.4 99.00 99.00 99.00 999 1011.6  14.8 999.0 999.0 99.0 99.00
2016 11 29 04 59  25  3.2  3.5 99.00 99.00 99.00 999 1011.6  14.8 999.0 999.0 99.0 99.00
2016 11 29 05 00  27  2.9  3.2 99.00 99.00 99.00 999 1011.6  14.8 999.0 999.0 99.0 99.00
2016 11 29 05 01  27  2.9  3.3 99.00 99.00 99.00 999 1011.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 05 02  22  3.0  3.3 99.00 99.00 99.00 999 1011.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 05 03  23  2.9  3.2 99.00 99.00 99.00 999 1011.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 05 04  32  2.7  3.0 99.00 99.00 99.00 999 1011.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 05 05  34  3.2  3.5 99.00 99.00 99.00 999 1011.7  14.8 999.0 999.0 99.0 99.00
2016 11 29 05 06  38  3.2  3.3 99.00 99.00 99.00 999 1011.7  14.7 999.0 999.0 99.0 99.00
2016 11 29 05 07  41  3.4  3.5 99.00 99.00 99.00 999 1011.7  14.7 999.0 999.0 99.0 99.00
2016 11 29 05 08  46  3.5  3.8 99.00 99.00 99.00 999 1011.7  14.7 999.0 999.0 99.0 99.00
2016 11 29 05 09  56  3.9  4.1 99.00 99.00 99.00 999 1011.7  14.7 999.0 999.0 99.0 99.00
2016 11 29 05 10  48  3.7  4.0 99.00 99.00 99.00 999 1011.8  14.7 999.0 999.0 99.0 99.00
2016 11 29 05 11  43  4.0  4.4 99.00 99.00 99.00 999 1011.8  14.7 999.0 999.0 99.0 99.00
2016 11 29 05 12  48  4.0  4.2 99.00 99.00 99.00 999 1011.8  14.6 999.0 999.0 99.0 99.00
2016 11 29 05 13  48  3.9  4.2 99.00 99.00 99.00 999 1011.8  14.6 999.0 999.0 99.0 99.00
2016 11 29 05 14  49  4.0  4.5 99.00 99.00 99.00 999 1011.8  14.6 999.0 999.0 99.0 99.00
2016 11 29 05 15  45  4.3  4.7 99.00 99.00 99.00 999 1011.9  14.6 999.0 999.0 99.0 99.00
2016 11 29 05 16  49  4.8  5.2 99.00 99.00 99.00 999 1011.9  14.6 999.0 999.0 99.0 99.00
2016 11 29 05 17  50  4.9  5.2 99.00 99.00 99.00 999 1011.9  14.6 999.0 999.0 99.0 99.00
2016 11 29 05 18  44  4.6  4.9 99.00 99.00 99.00 999 1011.9  14.5 999.0 999.0 99.0 99.00
2016 11 29 05 19  41  4.3  4.6 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 20  39  4.2  4.4 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 21  37  3.9  4.4 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 22  36  4.0  4.2 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 24  42  3.7  3.9 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 25  44  3.5  3.7 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 26  40  3.7  3.8 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 27  45  3.7  4.0 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 28  45  3.6  3.8 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 29  46  3.4  3.7 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 30  44  3.2  3.5 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 31  43  3.2  3.4 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 32  46  3.1  3.3 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 33  42  2.9  3.2 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 34  41  3.0  3.2 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 35  42  3.1  3.2 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 36  42  3.0  3.1 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 37  45  3.0  3.1 99.00 99.00 99.00 999 1011.9  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 38  40  2.6  2.9 99.00 99.00 99.00 999 1012.0  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 39  42  2.9  3.1 99.00 99.00 99.00 999 1012.0  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 40  39  3.0  3.1 99.00 99.00 99.00 999 1012.0  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 41  38  2.6  3.0 99.00 99.00 99.00 999 1012.0  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 42  32  2.8  3.0 99.00 99.00 99.00 999 1012.0  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 43  27  2.7  3.0 99.00 99.00 99.00 999 1012.0  14.3 999.0 999.0 99.0 99.00
2016 11 29 05 44  24  2.6  2.8 99.00 99.00 99.00 999 1012.0  14.3 999.0 999.0 99.0 99.00
2016 11 29 05 45  24  2.8  3.0 99.00 99.00 99.00 999 1012.0  14.3 999.0 999.0 99.0 99.00
2016 11 29 05 46  20  2.7  3.0 99.00 99.00 99.00 999 1012.0  14.3 999.0 999.0 99.0 99.00
2016 11 29 05 47  24  2.7  3.0 99.00 99.00 99.00 999 1012.0  14.3 999.0 999.0 99.0 99.00
2016 11 29 05 48  27  2.4  2.5 99.00 99.00 99.00 999 1012.0  14.2 999.0 999.0 99.0 99.00
2016 11 29 05 49  35  2.4  2.6 99.00 99.00 99.00 999 1012.1  14.3 999.0 999.0 99.0 99.00
2016 11 29 05 50  29  2.4  2.7 99.00 99.00 99.00 999 1012.1  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 51  30  2.2  2.3 99.00 99.00 99.00 999 1012.1  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 52  29  2.4  2.7 99.00 99.00 99.00 999 1012.1  14.4 999.0 999.0 99.0 99.00
2016 11 29 05 53  20  2.4  2.6 99.00 99.00 99.00 999 1012.1  14.3 999.0 999.0 99.0 99.00
2016 11 29 05 54  13  2.4  2.7 99.00 99.00 99.00 999 1012.1  14.2 999.0 999.0 99.0 99.00
2016 11 29 05 55  14  2.4  2.8 99.00 99.00 99.00 999 1012.1  14.2 999.0 999.0 99.0 99.00
2016 11 29 05 56   9  2.7  2.9 99.00 99.00 99.00 999 1012.1  14.2 999.0 999.0 99.0 99.00
2016 11 29 05 57  11  2.4  2.7 99.00 99.00 99.00 999 1012.1  14.2 999.0 999.0 99.0 99.00
2016 11 29 05 58  11  2.6  3.0 99.00 99.00 99.00 999 1012.1  14.3 999.0 999.0 99.0 99.00
2016 11 29 05 59  13  2.7  2.9 99.00 99.00 99.00 999 1012.1  14.3 999.0 999.0 99.0 99.00
2016 11 29 06 00  10  2.6  3.0 99.00 99.00 99.00 999 1012.1  14.3 999.0 999.0 99.0 99.00
2016 11 29 06 02   5  2.6  2.8 99.00 99.00 99.00 999 1012.1  14.2 999.0 999.0 99.0 99.00
2016 11 29 06 03   7  2.4  2.8 99.00 99.00 99.00 999 1012.1  14.1 999.0 999.0 99.0 99.00
2016 11 29 06 04   1  2.3  2.5 99.00 99.00 99.00 999 1012.0  14.1 999.0 999.0 99.0 99.00
2016 11 29 06 05   4  2.2  2.4 99.00 99.00 99.00 999 1012.1  14.1 999.0 999.0 99.0 99.00
