#DATETIME_PST WDIR WSPD GST PRES ATMP
#ISO_8601_PST degT kt kt hPa degC
2016-10-11T15:00:00-08:00 236 11.0 14.2 1016.9 18.3
2016-10-11T16:00:00-08:00 242 11.0 15.0 1016.5 17.9
2016-10-11T17:00:00-08:00 247 10.7 14.4 1016.4 17.5
2016-10-11T18:00:00-08:00 255 8.1 11.0 1016.6 17.3
2016-10-12T10:00:00-08:00 198 4.8 5.7 1018.8 18.6
2016-10-12T11:00:00-08:00 213 5.7 6.6 1018.3 18.2
2016-10-12T12:00:00-08:00 215 8.2 10.4 1017.8 18.1
2016-10-12T13:00:00-08:00 220 8.3 10.8 1017.3 18.5
2016-10-12T14:00:00-08:00 231 8.8 11.6 1017.0 18.5
2016-10-12T15:00:00-08:00 237 8.9 12.0 1016.8 18.6
2016-10-12T16:00:00-08:00 240 9.3 12.5 1016.5 18.2
2016-10-12T17:00:00-08:00 248 9.3 12.9 1016.6 17.7
2016-10-12T18:00:00-08:00 310 3.4 6.5 1016.5 17.5
2016-10-13T10:00:00-08:00 212 6.9 10.1 1017.9 18.4
2016-10-13T11:00:00-08:00 223 10.3 12.3 1017.3 18.1
2016-10-13T12:00:00-08:00 228 11.5 14.6 1016.3 18.5
2016-10-13T13:00:00-08:00 233 10.8 15.4 1015.6 18.7
2016-10-13T14:00:00-08:00 242 13.5 19.8 1015.1 18.8
2016-10-13T15:00:00-08:00 241 12.9 15.6 1014.7 18.7
2016-10-13T16:00:00-08:00 244 9.4 11.6 1014.5 18.5
2016-10-13T17:00:00-08:00 254 8.4 12.3 1014.3 18.0
2016-10-13T18:00:00-08:00 250 6.3 9.9 1014.8 17.8
2016-10-14T10:00:00-08:00 212 5.7 6.6 1017.2 17.6
2016-10-14T11:00:00-08:00 216 6.9 8.9 1016.6 17.7
2016-10-14T12:00:00-08:00 221 9.6 12.9 1015.6 17.8
2016-10-14T13:00:00-08:00 229 11.9 16.0 1014.7 18.2
2016-10-14T14:00:00-08:00 240 14.2 18.1 1014.3 18.4
2016-10-14T15:00:00-08:00 239 13.0 17.7 1014.2 18.1
2016-10-14T16:00:00-08:00 236 8.9 12.5 1014.1 18.0
2016-10-14T18:00:00-08:00 249 6.6 11.2 1014.7 17.6
2016-10-15T10:00:00-08:00 162 5.7 7.2 1016.9 20.4
2016-10-15T11:00:00-08:00 178 8.0 9.9 1016.3 20.1
2016-10-15T12:00:00-08:00 197 9.1 10.8 1015.3 20.3
2016-10-15T13:00:00-08:00 223 10.4 16.7 1014.5 19.3
2016-10-15T14:00:00-08:00 243 13.2 17.1 1014.2 19.7
2016-10-15T15:00:00-08:00 255 11.1 18.1 1014.4 20.1
2016-10-15T16:00:00-08:00 254 7.8 9.7 1014.3 19.1
2016-10-15T17:00:00-08:00 241 10.9 16.3 1014.3 19.0
2016-10-15T18:00:00-08:00 247 10.5 13.7 1014.6 18.7
2016-10-16T10:00:00-08:00 240 7.0 9.1 1017.1 19.2
2016-10-16T11:00:00-08:00 237 9.2 13.3 1016.7 19.4
2016-10-16T12:00:00-08:00 241 10.1 15.0 1016.2 19.5
2016-10-16T13:00:00-08:00 249 10.9 15.2 1016.0 19.6
2016-10-16T14:00:00-08:00 249 10.4 14.1 1015.7 19.5
2016-10-16T15:00:00-08:00 237 5.6 10.6 1015.3 19.3
2016-10-16T16:00:00-08:00 178 6.6 9.3 1014.9 18.9
2016-10-16T17:00:00-08:00 165 3.5 7.4 1015.0 18.0
2016-10-16T18:00:00-08:00 176 3.2 6.1 1015.1 18.0
2016-10-17T10:00:00-08:00 243 8.4 11.4 1015.3 18.6
2016-10-17T11:00:00-08:00 219 9.1 11.2 1014.9 18.3
2016-10-17T12:00:00-08:00 235 11.3 15.4 1014.3 18.8
2016-10-17T13:00:00-08:00 234 10.4 16.0 1013.9 18.7
2016-10-17T14:00:00-08:00 236 10.3 12.9 1013.5 18.7
2016-10-17T16:00:00-08:00 239 7.9 11.0 1012.7 18.5
2016-10-17T17:00:00-08:00 249 7.1 9.5 1012.7 18.0
2016-10-17T18:00:00-08:00 227 3.6 5.3 1012.9 17.9
2016-10-18T10:00:00-08:00 168 4.7 7.6 1015.1 20.0
2016-10-18T11:00:00-08:00 184 7.5 8.7 1014.5 19.6
2016-10-18T12:00:00-08:00 212 8.8 10.6 1013.8 18.9
2016-10-18T13:00:00-08:00 225 10.7 13.5 1012.9 18.9
2016-10-18T14:00:00-08:00 231 10.7 13.7 1012.4 19.3
2016-10-18T15:00:00-08:00 237 10.2 13.5 1012.1 19.1
2016-10-18T16:00:00-08:00 249 10.1 12.2 1011.8 19.2
2016-10-18T17:00:00-08:00 239 6.7 12.0 1012.0 18.8
2016-10-18T18:00:00-08:00 222 5.1 6.3 1012.0 18.0
2016-10-19T10:00:00-08:00 216 7.1 9.9 1015.0 19.0
2016-10-19T11:00:00-08:00 232 9.1 12.3 1014.5 19.7
2016-10-19T12:00:00-08:00 236 8.2 11.2 1013.8 21.4
2016-10-19T13:00:00-08:00 237 10.4 14.2 1013.2 20.8
2016-10-19T14:00:00-08:00 238 12.1 13.1 1013.0 21.4
2016-10-19T15:00:00-08:00 242 11.1 13.5 1012.8 22.0
2016-10-19T16:00:00-08:00 242 7.3 8.9 1012.6 23.7
2016-10-21T10:00:00-08:00 187 3.9 4.8 1012.2 23.3
2016-10-21T11:00:00-08:00 200 4.7 5.1 1011.6 22.5
2016-10-21T12:00:00-08:00 200 4.9 5.5 1010.9 23.3
2016-10-21T13:00:00-08:00 207 6.5 8.0 1010.4 23.3
2016-10-21T14:00:00-08:00 208 6.1 6.5 1010.1 23.0
2016-10-21T15:00:00-08:00 228 8.1 11.6 1009.5 22.9
2016-10-21T16:00:00-08:00 244 10.7 13.1 1009.5 23.4
2016-10-21T17:00:00-08:00 241 10.3 14.2 1009.7 21.8
2016-10-21T18:00:00-08:00 245 9.7 12.0 1010.0 21.4
2016-10-22T10:00:00-08:00 184 3.1 4.2 1012.7 23.0
2016-10-22T11:00:00-08:00 200 3.9 4.8 1012.3 22.6
2016-10-22T12:00:00-08:00 184 4.8 5.9 1011.8 22.7
2016-10-22T13:00:00-08:00 190 5.8 6.5 1011.5 22.7
2016-10-22T14:00:00-08:00 218 7.7 9.9 1011.2 20.2
2016-10-22T15:00:00-08:00 229 7.9 10.8 1011.2 19.6
2016-10-22T16:00:00-08:00 232 6.1 8.7 1011.0 19.2
2016-10-22T17:00:00-08:00 236 3.1 6.8 1011.2 18.7
2016-10-22T18:00:00-08:00 193 4.2 5.9 1011.6 18.9
2016-10-23T10:00:00-08:00 57 7.1 9.5 1017.0 19.0
2016-10-23T11:00:00-08:00 141 5.9 9.5 1015.9 19.6
2016-10-23T12:00:00-08:00 188 7.5 13.9 1015.6 19.5
2016-10-23T13:00:00-08:00 214 5.4 9.9 1015.0 19.1
2016-10-23T14:00:00-08:00 156 5.8 10.1 1015.8 19.2
2016-10-23T15:00:00-08:00 41 6.9 9.3 1015.1 19.0
2016-10-23T16:00:00-08:00 74 5.9 8.2 1014.9 19.5
2016-10-23T17:00:00-08:00 338 5.0 6.6 1014.7 20.1
2016-10-23T18:00:00-08:00 295 2.8 4.0 1015.3 20.6
2016-10-24T10:00:00-08:00 227 7.4 10.1 1018.6 18.7
2016-10-24T11:00:00-08:00 232 8.4 11.2 1018.0 18.9
2016-10-24T12:00:00-08:00 238 7.4 10.3 1017.6 19.0
2016-10-24T13:00:00-08:00 243 9.8 12.5 1017.3 19.1
2016-10-24T17:00:00-08:00 252 5.1 7.8 1017.2 18.5
2016-10-24T18:00:00-08:00 227 4.1 8.2 1017.6 18.4
2016-10-25T10:00:00-08:00 234 8.5 12.7 1020.3 19.0
2016-10-25T11:00:00-08:00 244 12.2 15.0 1019.5 19.6
2016-10-25T12:00:00-08:00 244 12.6 16.3 1018.4 19.6
2016-10-25T13:00:00-08:00 243 12.6 16.5 1017.8 19.5
2016-10-25T18:00:00-08:00 248 4.0 4.9 1017.7 17.9
2016-10-26T10:00:00-08:00 237 10.8 14.6 1018.3 17.2
2016-10-26T11:00:00-08:00 240 9.5 12.9 1017.4 18.1
2016-10-26T12:00:00-08:00 238 10.3 13.5 1016.4 18.3
2016-10-26T13:00:00-08:00 233 10.9 14.6 1015.7 18.2
2016-10-26T14:00:00-08:00 241 11.1 14.8 null null
2016-10-26T15:00:00-08:00 239 11.6 13.9 null null
2016-10-26T16:00:00-08:00 154 1.7 2.8 null 19.7
2016-10-26T17:00:00-08:00 161 2.9 9.1 null 18.9
2016-10-26T18:00:00-08:00 241 6.0 9.9 1014.6 18.0
2016-10-27T10:00:00-08:00 215 5.1 6.5 1015.2 18.3
2016-10-27T11:00:00-08:00 224 8.6 11.4 1014.6 18.3
2016-10-27T12:00:00-08:00 226 8.0 9.7 1013.4 18.4
2016-10-27T13:00:00-08:00 231 6.7 9.5 1012.5 18.4
2016-10-27T14:00:00-08:00 245 6.4 11.4 null null
2016-10-27T15:00:00-08:00 143 5.3 10.8 null null
2016-10-27T16:00:00-08:00 168 8.5 13.3 null 19.1
2016-10-27T17:00:00-08:00 245 8.4 10.3 null 20.9
2016-10-27T18:00:00-08:00 243 10.1 15.8 1011.5 19.4
2016-10-28T10:00:00-08:00 204 4.8 7.0 1014.4 19.4
2016-10-28T11:00:00-08:00 216 7.3 12.5 1014.2 19.1
2016-10-28T12:00:00-08:00 239 9.3 12.7 1013.6 20.7
2016-10-28T13:00:00-08:00 235 9.0 12.7 1013.3 20.4
2016-10-28T18:00:00-08:00 93 1.5 2.5 1014.0 19.8
2016-10-29T10:00:00-08:00 236 7.4 9.9 1016.5 19.0
2016-10-29T11:00:00-08:00 234 6.8 10.3 1015.7 19.4
2016-10-29T12:00:00-08:00 232 8.2 11.8 1015.0 19.2
2016-10-29T13:00:00-08:00 229 9.0 12.2 1014.5 19.1
2016-10-29T16:00:00-08:00 250 4.4 6.3 null 21.2
2016-10-29T17:00:00-08:00 234 2.4 5.3 null 21.4
2016-10-30T10:00:00-08:00 245 5.5 9.3 1017.8 17.8
2016-10-30T11:00:00-08:00 226 1.8 2.8 1017.6 17.8
2016-10-30T12:00:00-08:00 141 2.4 4.2 1017.1 18.2
2016-10-30T13:00:00-08:00 223 4.5 5.5 1017.0 18.0
2016-10-30T18:00:00-08:00 206 3.7 4.6 null 17.8
2016-10-31T10:00:00-08:00 152 4.3 5.5 1018.4 17.9
2016-10-31T11:00:00-08:00 208 6.3 9.9 1018.0 18.5
2016-10-31T12:00:00-08:00 236 8.3 11.6 1017.2 18.0
2016-10-31T13:00:00-08:00 235 8.3 12.0 1016.4 18.1
2016-10-31T14:00:00-08:00 250 12.1 15.4 null 18.1
2016-10-31T15:00:00-08:00 240 9.9 13.3 null 18.0
2016-10-31T17:00:00-08:00 248 6.7 8.4 1015.6 17.2
2016-10-31T18:00:00-08:00 261 4.7 7.2 1015.9 17.0
2016-11-01T10:00:00-08:00 136 3.7 5.1 1017.8 18.7
2016-11-01T11:00:00-08:00 164 5.4 7.6 1017.5 19.4
2016-11-01T12:00:00-08:00 207 8.7 12.2 1016.5 18.0
2016-11-01T13:00:00-08:00 235 9.8 13.3 1016.1 18.2
2016-11-02T10:00:00-08:00 234 7.8 9.7 1018.4 17.6
2016-11-02T11:00:00-08:00 240 7.7 10.3 1017.7 19.2
2016-11-02T12:00:00-08:00 243 9.5 12.9 1016.7 20.2
2016-11-02T13:00:00-08:00 250 10.6 12.9 1016.4 21.4
2016-11-02T18:00:00-08:00 246 4.7 6.1 1015.8 18.7
2016-11-03T10:00:00-08:00 142 6.1 10.4 1017.7 21.9
2016-11-03T11:00:00-08:00 165 7.4 8.9 1017.5 20.4
2016-11-03T12:00:00-08:00 183 5.0 7.6 1016.9 21.5
2016-11-03T13:00:00-08:00 199 5.7 6.5 1016.2 21.6
2016-11-03T17:00:00-08:00 244 6.5 7.2 1015.4 20.5
2016-11-03T18:00:00-08:00 188 3.8 7.2 1015.6 21.2
2016-11-04T10:00:00-08:00 130 1.7 2.8 1018.8 21.5
2016-11-04T11:00:00-08:00 114 2.2 4.0 1018.1 21.6
2016-11-04T12:00:00-08:00 174 4.0 5.5 1017.7 22.1
2016-11-04T13:00:00-08:00 176 4.9 5.7 1017.2 22.3
2016-11-04T18:00:00-08:00 246 8.0 9.3 1017.3 19.6
2016-11-05T10:00:00-08:00 186 3.3 5.5 1017.9 16.3
2016-11-05T11:00:00-08:00 213 6.3 9.5 1017.5 16.4
2016-11-05T12:00:00-08:00 218 7.9 10.8 1016.2 16.4
2016-11-05T13:00:00-08:00 221 9.0 12.0 1015.5 17.1
2016-11-05T18:00:00-08:00 225 5.5 6.3 1015.5 17.4
2016-11-06T10:00:00-08:00 68 5.1 7.4 1018.9 17.2
2016-11-06T11:00:00-08:00 70 1.2 2.8 1019.2 18.8
2016-11-06T12:00:00-08:00 104 3.6 5.1 1018.2 19.3
2016-11-06T13:00:00-08:00 123 3.9 5.7 1017.9 19.1
2016-11-06T14:00:00-08:00 209 6.1 7.8 1017.8 18.8
2016-11-06T15:00:00-08:00 206 6.5 7.0 null 18.6
2016-11-06T17:00:00-08:00 242 10.8 14.8 null 17.8
2016-11-06T18:00:00-08:00 247 9.4 13.9 1017.7 17.5
2016-11-07T10:00:00-08:00 191 4.8 7.4 1019.5 15.6
2016-11-07T11:00:00-08:00 200 7.3 10.3 1018.7 15.8
2016-11-07T12:00:00-08:00 211 8.4 9.9 1017.8 15.8
2016-11-07T13:00:00-08:00 213 10.8 12.7 1017.4 16.0
2016-11-07T17:00:00-08:00 127 2.3 2.7 1017.5 18.8
2016-11-07T18:00:00-08:00 218 2.4 5.5 1017.9 18.3
2016-11-08T10:00:00-08:00 232 6.8 9.3 1018.0 19.6
2016-11-08T11:00:00-08:00 235 8.1 10.8 1017.1 20.3
2016-11-08T12:00:00-08:00 237 9.2 12.3 1016.2 20.2
2016-11-08T13:00:00-08:00 239 9.3 11.4 1015.6 20.4
2016-11-08T15:00:00-08:00 248 7.1 8.0 null null
2016-11-08T16:00:00-08:00 210 3.9 6.6 null null
2016-11-09T10:00:00-08:00 344 6.1 8.0 1016.5 29.7
2016-11-09T11:00:00-08:00 226 5.3 8.2 1015.5 27.7
2016-11-09T12:00:00-08:00 241 7.6 10.3 1014.9 26.2
2016-11-09T13:00:00-08:00 237 7.4 9.3 null null
2016-11-09T14:00:00-08:00 240 9.0 11.0 1013.2 27.5
2016-11-09T15:00:00-08:00 238 8.4 10.3 1012.9 26.7
2016-11-09T18:00:00-08:00 51 2.1 3.2 1013.5 25.4
2016-11-10T10:00:00-08:00 153 3.0 4.6 1017.0 30.6
2016-11-10T11:00:00-08:00 156 1.8 3.8 1016.5 30.0
2016-11-10T12:00:00-08:00 212 3.3 4.6 1015.7 27.4
2016-11-10T13:00:00-08:00 232 6.4 8.5 1015.1 26.9
2016-11-10T14:00:00-08:00 235 7.7 9.5 1014.7 26.6
2016-11-10T15:00:00-08:00 230 7.2 10.3 1014.5 26.2
2016-11-10T16:00:00-08:00 240 8.8 11.8 1014.6 25.0
2016-11-10T17:00:00-08:00 252 2.7 4.9 1015.0 26.1
2016-11-10T18:00:00-08:00 97 3.2 4.6 1015.5 24.5
2016-11-11T10:00:00-08:00 121 2.7 4.4 1019.0 24.1
2016-11-11T11:00:00-08:00 173 2.9 4.6 1018.4 23.9
2016-11-11T12:00:00-08:00 206 4.3 6.8 1017.5 22.9
2016-11-11T13:00:00-08:00 217 4.8 6.5 1016.9 22.9
2016-11-11T14:00:00-08:00 192 5.2 6.5 null 23.9
2016-11-11T15:00:00-08:00 206 6.5 7.8 null 24.1
2016-11-11T16:00:00-08:00 228 6.2 8.0 null 22.9
2016-11-11T17:00:00-08:00 238 8.9 11.6 1016.9 23.9
2016-11-11T18:00:00-08:00 246 7.3 12.2 1017.1 22.1
2016-11-12T10:00:00-08:00 245 5.4 8.2 1019.3 20.7
2016-11-12T11:00:00-08:00 171 3.4 6.8 1018.6 23.3
2016-11-12T12:00:00-08:00 237 5.8 8.5 1017.5 22.1
2016-11-12T13:00:00-08:00 232 7.3 9.1 1016.9 21.3
2016-11-12T15:00:00-08:00 247 7.8 11.6 1016.1 21.1
2016-11-12T16:00:00-08:00 254 6.3 8.0 null 22.6
2016-11-12T17:00:00-08:00 208 2.2 3.6 1016.4 21.9
2016-11-12T18:00:00-08:00 133 2.2 4.9 1016.4 21.4
2016-11-13T10:00:00-08:00 230 6.7 8.4 1019.2 20.4
2016-11-13T11:00:00-08:00 232 7.3 9.5 1018.5 21.1
2016-11-13T12:00:00-08:00 231 8.1 11.4 1017.7 21.4
2016-11-13T13:00:00-08:00 233 7.8 11.8 1017.2 22.3
2016-11-13T14:00:00-08:00 237 9.6 13.1 null 22.8
2016-11-13T15:00:00-08:00 266 8.7 11.4 null 24.0
2016-11-13T16:00:00-08:00 271 4.5 7.8 null 25.7
2016-11-13T17:00:00-08:00 46 2.4 3.8 null 24.0
2016-11-13T18:00:00-08:00 80 4.1 7.4 null 22.5
2016-11-14T10:00:00-08:00 201 4.9 6.1 1019.9 20.8
2016-11-14T11:00:00-08:00 224 7.5 9.5 1019.1 19.9
2016-11-14T12:00:00-08:00 225 9.5 12.2 1018.1 20.0
2016-11-14T13:00:00-08:00 238 9.8 12.9 1017.6 20.8
2016-11-14T14:00:00-08:00 241 9.1 12.0 null 21.5
2016-11-14T15:00:00-08:00 241 9.1 12.0 1017.0 20.7
2016-11-14T16:00:00-08:00 250 6.4 9.1 1017.0 20.9
2016-11-14T17:00:00-08:00 285 3.0 6.1 null 21.4
2016-11-15T10:00:00-08:00 92 4.5 5.9 1017.6 16.9
2016-11-15T11:00:00-08:00 186 3.8 7.8 1016.9 18.7
2016-11-15T12:00:00-08:00 228 11.0 15.6 1016.0 18.1
2016-11-15T13:00:00-08:00 242 11.6 17.3 1015.5 18.5
2016-11-15T14:00:00-08:00 242 9.6 14.6 null null
2016-11-15T15:00:00-08:00 245 11.6 13.5 null null
2016-11-15T18:00:00-08:00 220 4.5 8.9 1014.6 17.8
2016-11-16T10:00:00-08:00 202 5.1 8.2 1013.2 18.1
2016-11-16T11:00:00-08:00 180 5.8 8.9 1012.4 19.5
2016-11-16T12:00:00-08:00 214 6.3 10.4 1011.5 18.8
2016-11-16T13:00:00-08:00 236 8.3 11.8 1011.1 18.2
2016-11-16T14:00:00-08:00 224 8.7 11.2 1010.3 18.1
2016-11-16T15:00:00-08:00 258 11.5 14.8 1010.6 18.5
2016-11-16T16:00:00-08:00 234 7.6 9.9 1010.5 18.1
2016-11-16T17:00:00-08:00 225 7.3 10.4 1010.5 17.7
2016-11-16T18:00:00-08:00 244 5.7 7.2 1010.8 17.5
2016-11-17T10:00:00-08:00 135 8.4 10.3 1015.8 18.0
2016-11-17T11:00:00-08:00 153 6.8 9.1 1015.4 18.7
2016-11-17T12:00:00-08:00 162 4.1 6.5 1014.6 19.8
2016-11-17T13:00:00-08:00 199 4.3 5.5 1014.1 19.6
2016-11-17T14:00:00-08:00 225 9.6 11.2 1013.9 18.5
2016-11-17T15:00:00-08:00 237 8.6 11.8 1013.8 18.4
2016-11-17T16:00:00-08:00 275 6.2 8.0 1014.0 19.3
2016-11-17T17:00:00-08:00 316 5.8 8.9 1014.2 19.6
2016-11-17T18:00:00-08:00 245 5.3 8.9 1014.8 18.4
2016-11-18T10:00:00-08:00 166 3.7 6.8 1018.5 22.7
2016-11-18T11:00:00-08:00 152 3.4 6.6 1018.0 24.3
2016-11-18T12:00:00-08:00 172 6.1 7.6 1017.6 22.3
2016-11-18T13:00:00-08:00 178 4.9 6.3 1017.1 22.9
2016-11-18T14:00:00-08:00 169 4.6 5.7 1016.9 22.6
2016-11-18T15:00:00-08:00 187 2.8 4.8 1016.6 22.1
2016-11-18T16:00:00-08:00 174 8.0 9.1 1016.7 20.1
2016-11-18T18:00:00-08:00 162 7.5 9.1 1017.6 18.4
2016-11-19T10:00:00-08:00 156 1.9 4.6 1019.4 19.2
2016-11-19T11:00:00-08:00 217 6.6 8.4 1018.5 18.1
2016-11-19T12:00:00-08:00 222 8.5 9.9 1017.6 17.9
2016-11-19T13:00:00-08:00 236 8.0 11.2 1016.9 18.1
2016-11-19T14:00:00-08:00 242 9.0 12.2 1016.7 18.2
2016-11-19T15:00:00-08:00 254 9.0 12.0 1016.6 17.9
2016-11-19T16:00:00-08:00 249 7.6 8.5 1016.4 17.5
2016-11-19T17:00:00-08:00 250 5.6 7.0 1016.2 17.3
2016-11-19T18:00:00-08:00 265 3.6 7.0 1016.6 17.1
2016-11-20T10:00:00-08:00 239 5.5 8.5 1016.6 16.7
2016-11-20T11:00:00-08:00 163 2.8 5.5 1016.0 16.4
2016-11-20T12:00:00-08:00 199 4.5 7.6 1015.6 15.7
2016-11-20T13:00:00-08:00 295 3.6 7.6 1014.9 14.4
2016-11-20T14:00:00-08:00 318 2.8 3.6 1014.3 14.9
2016-11-20T15:00:00-08:00 153 2.1 4.6 1014.0 15.2
2016-11-20T16:00:00-08:00 187 6.0 8.0 1013.8 14.3
2016-11-20T17:00:00-08:00 172 2.9 5.1 1013.8 13.9
2016-11-20T18:00:00-08:00 208 4.4 6.3 1013.7 14.2
2016-11-21T10:00:00-08:00 280 4.8 7.6 1015.7 16.5
2016-11-21T11:00:00-08:00 254 8.1 14.2 1015.3 16.9
2016-11-21T12:00:00-08:00 249 12.1 15.4 1014.9 17.2
2016-11-21T13:00:00-08:00 235 11.0 14.2 1014.6 17.0
2016-11-21T14:00:00-08:00 243 9.9 13.5 1014.5 17.2
2016-11-21T15:00:00-08:00 254 10.7 14.6 1015.0 17.1
2016-11-21T16:00:00-08:00 255 9.8 13.5 1015.3 17.1
2016-11-21T18:00:00-08:00 268 5.0 5.9 1016.4 17.0
2016-11-22T10:00:00-08:00 77 2.5 3.4 1021.0 18.3
2016-11-22T11:00:00-08:00 132 4.2 5.3 1020.2 17.9
2016-11-22T12:00:00-08:00 187 6.4 7.8 1019.8 18.7
2016-11-22T13:00:00-08:00 206 7.3 9.5 1019.4 17.9
2016-11-22T14:00:00-08:00 230 8.7 10.3 1019.1 17.4
2016-11-22T15:00:00-08:00 246 9.9 13.3 1019.1 17.5
2016-11-22T16:00:00-08:00 254 9.7 13.1 1019.0 17.1
2016-11-22T17:00:00-08:00 266 6.0 8.5 1019.2 16.6
2016-11-22T18:00:00-08:00 321 2.0 4.2 1019.5 16.6
2016-11-23T10:00:00-08:00 220 5.4 9.9 1021.6 16.8
2016-11-23T11:00:00-08:00 231 8.4 11.4 1020.5 17.1
2016-11-23T12:00:00-08:00 226 10.7 13.1 1019.5 17.2
2016-11-23T13:00:00-08:00 236 10.8 15.0 1018.8 17.8
2016-11-23T14:00:00-08:00 241 8.7 11.6 1018.9 18.6
2016-11-23T15:00:00-08:00 254 5.2 7.4 1018.8 19.4
