#DATETIME_PST WDIR WSPD GST PRES ATMP
#ISO_8601_PST degT kt kt hPa degC
2023-01-14T15:00:00-08:00 243 6.5 18.8 null 13.6
2023-01-14T16:00:00-08:00 232 9.3 15.6 null 14.6
2023-01-14T17:00:00-08:00 193 9.8 16.3 null 14.9
2023-01-14T18:00:00-08:00 194 14.4 20.5 null 15.1
2023-01-15T10:00:00-08:00 246 7.1 10.6 null 14.8
2023-01-15T11:00:00-08:00 237 7.1 9.9 null 15.0
2023-01-15T12:00:00-08:00 240 7.9 11.0 null 15.0
2023-01-15T13:00:00-08:00 233 8.7 12.0 null 14.8
2023-01-15T14:00:00-08:00 227 8.2 10.8 null 14.7
2023-01-15T15:00:00-08:00 213 7.7 9.9 null 14.7
2023-01-15T16:00:00-08:00 205 9.5 13.7 null 14.3
2023-01-15T17:00:00-08:00 213 11.4 17.3 null 13.6
2023-01-15T18:00:00-08:00 199 6.3 14.1 null 12.4
2023-01-16T10:00:00-08:00 273 13.9 22.4 null 14.1
2023-01-16T11:00:00-08:00 270 15.5 22.4 null 14.2
2023-01-16T12:00:00-08:00 278 14.6 23.6 null 14.3
2023-01-16T13:00:00-08:00 279 12.8 22.4 null 14.2
2023-01-16T14:00:00-08:00 279 13.6 24.9 null 14.4
2023-01-16T15:00:00-08:00 273 14.5 25.8 null 14.3
2023-01-16T16:00:00-08:00 274 14.1 22.6 null 14.0
2023-01-16T17:00:00-08:00 281 15.6 25.8 null 13.7
2023-01-16T18:00:00-08:00 282 13.4 24.1 null 13.3
2023-01-17T10:00:00-08:00 312 5.2 9.5 null 13.5
2023-01-17T11:00:00-08:00 198 5.6 10.3 null 15.1
2023-01-17T12:00:00-08:00 225 8.3 12.3 null 13.8
2023-01-17T13:00:00-08:00 237 10.2 13.7 null 13.7
2023-01-17T14:00:00-08:00 251 10.6 15.0 null 13.9
2023-01-17T15:00:00-08:00 259 12.0 15.2 null 14.1
2023-01-17T16:00:00-08:00 264 10.5 14.6 null 14.0
2023-01-17T17:00:00-08:00 301 4.3 8.0 null 13.9
2023-01-17T18:00:00-08:00 294 4.1 6.6 null 13.7
2023-01-18T10:00:00-08:00 32 3.2 4.8 null 14.6
2023-01-18T11:00:00-08:00 85 3.5 5.7 null 14.3
2023-01-18T12:00:00-08:00 142 3.0 4.8 null 14.6
2023-01-18T13:00:00-08:00 162 3.7 5.7 null 15.8
2023-01-18T14:00:00-08:00 184 5.6 7.2 null 15.3
2023-01-18T15:00:00-08:00 211 6.2 8.2 null 14.3
2023-01-18T16:00:00-08:00 223 7.3 9.3 null 13.6
2023-01-18T17:00:00-08:00 250 6.7 9.3 null 13.4
2023-01-18T18:00:00-08:00 263 6.1 8.2 null 13.3
2023-01-19T10:00:00-08:00 84 3.1 4.6 null 13.0
2023-01-19T11:00:00-08:00 128 4.2 6.3 null 13.2
2023-01-19T12:00:00-08:00 201 6.8 11.8 null 14.1
2023-01-19T13:00:00-08:00 232 8.0 12.2 null 13.6
2023-01-19T14:00:00-08:00 223 9.4 13.1 null 13.6
2023-01-19T15:00:00-08:00 215 8.3 12.5 null 13.4
2023-01-19T16:00:00-08:00 226 9.4 15.4 null 12.8
2023-01-19T17:00:00-08:00 271 10.2 17.1 null 13.5
2023-01-19T18:00:00-08:00 305 4.9 9.7 null 12.9
2023-01-20T10:00:00-08:00 86 3.7 5.1 null 14.1
2023-01-20T11:00:00-08:00 80 3.4 5.5 null 14.7
2023-01-20T12:00:00-08:00 109 2.1 4.2 null 15.9
2023-01-20T13:00:00-08:00 197 4.0 6.3 null 16.7
2023-01-20T14:00:00-08:00 236 7.0 10.8 null 14.4
2023-01-20T15:00:00-08:00 256 8.0 10.6 null 14.7
2023-01-20T16:00:00-08:00 260 8.4 11.2 null 14.4
2023-01-20T17:00:00-08:00 280 7.3 11.2 null 13.7
2023-01-20T18:00:00-08:00 293 3.4 10.3 null 13.5
2023-01-21T10:00:00-08:00 22 1.5 2.5 null 16.6
2023-01-21T11:00:00-08:00 139 2.8 7.0 null 17.0
2023-01-21T12:00:00-08:00 225 7.2 9.3 null 14.4
2023-01-21T13:00:00-08:00 240 7.7 12.2 null 15.3
2023-01-21T14:00:00-08:00 237 7.6 11.6 null 15.5
2023-01-21T15:00:00-08:00 246 9.5 14.6 null 15.1
2023-01-21T16:00:00-08:00 257 10.3 13.9 null 14.4
2023-01-21T17:00:00-08:00 270 6.2 9.7 null 14.0
2023-01-21T18:00:00-08:00 267 6.5 9.3 null 13.8
2023-01-22T10:00:00-08:00 36 4.0 5.5 null 13.7
2023-01-22T11:00:00-08:00 88 7.1 10.3 null 14.1
2023-01-22T12:00:00-08:00 121 8.6 10.8 null 13.6
2023-01-22T13:00:00-08:00 122 6.5 8.9 null 14.0
2023-01-22T14:00:00-08:00 158 5.9 8.0 null 14.5
2023-01-22T15:00:00-08:00 189 5.4 7.6 null 15.1
2023-01-22T16:00:00-08:00 226 5.6 7.8 null 13.8
2023-01-22T17:00:00-08:00 229 4.6 6.8 null 13.6
2023-01-22T18:00:00-08:00 157 1.1 4.2 null 13.2
2023-01-23T10:00:00-08:00 249 8.5 12.9 null 13.9
2023-01-23T11:00:00-08:00 210 8.6 12.3 null 14.5
2023-01-23T12:00:00-08:00 190 7.2 9.1 null 15.6
2023-01-23T13:00:00-08:00 152 10.7 12.7 null 15.1
2023-01-23T14:00:00-08:00 188 10.1 12.2 null 16.3
2023-01-23T15:00:00-08:00 210 8.4 12.3 null 16.1
2023-01-23T16:00:00-08:00 233 9.5 13.5 null 15.1
2023-01-23T17:00:00-08:00 251 8.7 12.9 null 14.8
2023-01-23T18:00:00-08:00 257 8.2 12.7 null 14.6
2023-01-24T10:00:00-08:00 90 3.0 4.4 null 14.8
2023-01-24T11:00:00-08:00 145 4.3 6.1 null 15.3
2023-01-24T12:00:00-08:00 176 6.5 8.5 null 16.0
2023-01-24T13:00:00-08:00 188 4.8 5.9 null 17.4
2023-01-24T14:00:00-08:00 198 4.8 6.8 null 17.6
2023-01-24T15:00:00-08:00 217 6.7 10.4 null 15.9
2023-01-24T16:00:00-08:00 255 7.5 10.6 null 15.2
2023-01-24T17:00:00-08:00 258 9.8 14.6 null 14.3
2023-01-24T18:00:00-08:00 268 7.0 12.7 null 14.8
2023-01-25T10:00:00-08:00 200 2.0 7.4 null 16.9
2023-01-25T11:00:00-08:00 197 2.8 6.6 null 18.6
2023-01-25T12:00:00-08:00 318 4.7 8.7 null 19.7
2023-01-25T13:00:00-08:00 224 10.2 13.3 null 15.4
2023-01-25T14:00:00-08:00 239 9.5 13.7 null 15.6
2023-01-25T15:00:00-08:00 245 8.5 12.3 null 15.7
2023-01-25T16:00:00-08:00 249 8.3 11.4 null 15.6
2023-01-25T17:00:00-08:00 250 2.9 7.0 null 17.1
2023-01-25T18:00:00-08:00 168 2.0 4.8 null 15.9
2023-01-26T10:00:00-08:00 63 19.7 27.0 null 18.0
2023-01-26T11:00:00-08:00 66 15.4 20.7 null 18.5
2023-01-26T12:00:00-08:00 64 14.7 18.2 null 19.1
2023-01-26T13:00:00-08:00 64 13.2 21.5 null 19.4
2023-01-26T14:00:00-08:00 82 4.9 9.3 null 22.0
2023-01-26T15:00:00-08:00 246 8.0 13.3 null 18.4
2023-01-26T16:00:00-08:00 257 9.0 12.7 null 18.0
2023-01-26T17:00:00-08:00 270 7.1 9.1 null 17.7
2023-01-26T18:00:00-08:00 274 6.9 9.7 null 17.4
2023-01-27T10:00:00-08:00 89 1.8 3.4 null 19.0
2023-01-27T11:00:00-08:00 192 4.5 8.0 null 17.8
2023-01-27T12:00:00-08:00 235 6.4 8.7 null 15.8
2023-01-27T13:00:00-08:00 225 8.6 11.2 null 15.2
2023-01-27T14:00:00-08:00 221 10.5 13.5 null 15.3
2023-01-27T15:00:00-08:00 237 10.9 14.2 null 15.3
2023-01-27T16:00:00-08:00 242 8.8 12.5 null 15.2
2023-01-27T17:00:00-08:00 250 8.6 12.3 null 14.7
2023-01-27T18:00:00-08:00 245 8.3 11.4 null 14.1
2023-01-28T10:00:00-08:00 89 8.4 10.8 null 14.0
2023-01-28T11:00:00-08:00 105 9.3 11.6 null 14.1
2023-01-28T12:00:00-08:00 118 8.5 12.3 null 14.6
2023-01-28T13:00:00-08:00 123 9.4 11.4 null 14.6
2023-01-28T14:00:00-08:00 132 9.2 12.0 null 14.2
2023-01-28T15:00:00-08:00 156 7.5 9.5 null 15.0
2023-01-28T16:00:00-08:00 165 5.9 7.4 null 14.9
2023-01-28T17:00:00-08:00 154 5.8 7.6 null 13.8
2023-01-28T18:00:00-08:00 152 6.2 7.6 null 13.6
2023-01-29T10:00:00-08:00 229 10.3 17.5 null 14.3
2023-01-29T11:00:00-08:00 260 13.8 18.6 null 13.2
2023-01-29T12:00:00-08:00 251 13.8 19.9 null 13.2
2023-01-29T13:00:00-08:00 249 14.7 20.5 null 13.2
2023-01-29T14:00:00-08:00 255 13.0 20.1 null 13.1
2023-01-29T15:00:00-08:00 253 10.0 16.7 null 12.8
2023-01-29T16:00:00-08:00 249 9.2 15.4 null 12.5
2023-01-29T17:00:00-08:00 240 7.4 12.3 null 12.4
2023-01-29T18:00:00-08:00 256 3.6 9.5 null 11.4
2023-01-30T10:00:00-08:00 69 5.5 8.4 null 12.7
2023-01-30T11:00:00-08:00 87 4.6 7.6 null 13.6
2023-01-30T12:00:00-08:00 142 4.8 6.6 null 12.9
2023-01-30T13:00:00-08:00 130 5.8 8.9 null 13.1
2023-01-30T14:00:00-08:00 96 8.0 16.0 null 13.2
2023-01-30T15:00:00-08:00 165 5.6 12.3 null 11.9
2023-01-30T16:00:00-08:00 221 3.8 7.4 null 12.6
2023-01-30T17:00:00-08:00 152 5.1 7.4 null 12.5
2023-01-30T18:00:00-08:00 189 4.8 11.0 null 12.2
2023-01-31T10:00:00-08:00 84 3.3 8.9 null 15.0
2023-01-31T11:00:00-08:00 145 1.6 3.8 null 17.2
2023-01-31T12:00:00-08:00 220 6.1 10.4 null 15.0
2023-01-31T13:00:00-08:00 230 9.1 11.6 null 14.6
2023-01-31T14:00:00-08:00 218 9.1 10.8 null 14.7
2023-01-31T15:00:00-08:00 237 8.3 11.4 null 15.0
2023-01-31T16:00:00-08:00 256 9.0 12.3 null 14.9
2023-01-31T17:00:00-08:00 249 6.1 9.1 null 15.0
2023-01-31T18:00:00-08:00 225 3.6 5.7 null 15.4
2023-02-01T10:00:00-08:00 183 3.9 6.6 null 17.4
2023-02-01T11:00:00-08:00 114 3.1 8.2 null 18.5
2023-02-01T12:00:00-08:00 229 7.6 9.7 null 14.9
2023-02-01T13:00:00-08:00 229 6.8 8.9 null 15.4
2023-02-01T14:00:00-08:00 214 6.9 10.8 null 16.0
2023-02-01T15:00:00-08:00 248 5.2 11.0 null 16.3
2023-02-01T16:00:00-08:00 257 6.9 12.0 null 17.0
2023-02-01T17:00:00-08:00 260 7.2 11.4 null 15.9
2023-02-01T18:00:00-08:00 258 8.1 11.2 null 15.2
2023-02-02T10:00:00-08:00 57 2.5 3.8 null 16.6
2023-02-02T11:00:00-08:00 114 2.3 3.2 null 16.7
2023-02-02T12:00:00-08:00 165 1.8 3.2 null 17.6
2023-02-02T13:00:00-08:00 185 2.4 3.6 null 18.8
2023-02-02T14:00:00-08:00 206 3.4 4.9 null 17.4
2023-02-02T15:00:00-08:00 228 5.6 8.9 null 15.6
2023-02-02T16:00:00-08:00 237 6.4 8.9 null 15.1
2023-02-02T17:00:00-08:00 252 5.8 8.9 null 15.6
2023-02-02T18:00:00-08:00 270 3.1 5.5 null 15.7
2023-02-03T10:00:00-08:00 134 2.3 8.9 null 17.6
2023-02-03T11:00:00-08:00 240 7.6 11.6 null 15.6
2023-02-03T12:00:00-08:00 233 8.7 12.2 null 15.4
2023-02-03T13:00:00-08:00 232 7.9 10.6 null 16.2
2023-02-03T14:00:00-08:00 242 9.2 15.8 null 16.7
2023-02-03T15:00:00-08:00 256 8.5 15.0 null 16.6
2023-02-03T16:00:00-08:00 262 7.7 11.4 null 16.4
2023-02-03T17:00:00-08:00 266 4.8 10.3 null 17.2
2023-02-03T18:00:00-08:00 258 5.4 7.8 null 16.3
2023-02-04T10:00:00-08:00 128 2.1 4.8 null 16.4
2023-02-04T11:00:00-08:00 204 7.7 11.0 null 15.8
2023-02-04T12:00:00-08:00 215 7.6 10.1 null 15.1
2023-02-04T13:00:00-08:00 218 8.0 9.7 null 15.2
2023-02-04T14:00:00-08:00 193 7.3 9.1 null 17.3
2023-02-04T15:00:00-08:00 223 8.8 11.6 null 15.6
2023-02-04T16:00:00-08:00 245 11.1 16.5 null 15.6
2023-02-04T17:00:00-08:00 256 12.4 22.2 null 15.2
2023-02-04T18:00:00-08:00 256 5.4 9.3 null 15.0
2023-02-05T10:00:00-08:00 259 12.1 16.9 null 15.2
2023-02-05T11:00:00-08:00 258 13.4 17.9 null 15.1
2023-02-05T12:00:00-08:00 254 14.5 21.1 null 15.3
2023-02-05T13:00:00-08:00 264 15.5 20.9 null 15.6
2023-02-05T14:00:00-08:00 279 15.8 23.2 null 16.2
2023-02-05T15:00:00-08:00 280 13.0 20.1 null 16.4
2023-02-05T16:00:00-08:00 281 15.4 23.4 null 15.6
2023-02-05T17:00:00-08:00 287 14.0 24.1 null 14.9
2023-02-05T18:00:00-08:00 287 13.7 22.0 null 14.3
2023-02-06T10:00:00-08:00 74 3.9 7.6 null 15.4
2023-02-06T11:00:00-08:00 183 7.9 12.3 null 15.6
2023-02-06T12:00:00-08:00 242 8.9 13.7 null 16.4
2023-02-06T13:00:00-08:00 262 9.3 17.9 null 17.6
2023-02-06T14:00:00-08:00 252 14.0 19.9 null 15.3
2023-02-06T15:00:00-08:00 245 12.4 17.7 null 15.4
2023-02-06T16:00:00-08:00 236 9.7 17.7 null 15.3
2023-02-06T17:00:00-08:00 234 10.8 17.7 null 15.5
2023-02-06T18:00:00-08:00 252 8.0 12.7 null 15.9
2023-02-07T10:00:00-08:00 244 3.8 8.2 null 18.3
2023-02-07T11:00:00-08:00 245 6.4 9.9 null 16.9
2023-02-07T12:00:00-08:00 237 8.1 13.9 null 17.3
2023-02-07T13:00:00-08:00 236 8.3 13.5 null 17.1
2023-02-07T14:00:00-08:00 236 8.9 12.7 null 16.9
2023-02-07T15:00:00-08:00 247 10.5 16.5 null 17.1
2023-02-07T16:00:00-08:00 235 10.0 15.4 null 16.0
2023-02-07T17:00:00-08:00 248 9.0 13.7 null 15.7
2023-02-07T18:00:00-08:00 250 8.9 13.5 null 15.3
2023-02-08T10:00:00-08:00 153 3.5 7.4 null 16.8
2023-02-08T11:00:00-08:00 211 7.3 9.5 null 15.2
2023-02-08T12:00:00-08:00 221 9.8 11.8 null 14.9
2023-02-08T13:00:00-08:00 225 10.7 12.7 null 15.0
2023-02-08T14:00:00-08:00 223 10.1 14.2 null 15.4
2023-02-08T15:00:00-08:00 256 11.0 15.6 null 16.3
2023-02-08T16:00:00-08:00 257 9.3 15.2 null 17.1
2023-02-08T17:00:00-08:00 262 7.0 14.1 null 16.7
2023-02-08T18:00:00-08:00 266 5.7 8.2 null 16.4
2023-02-09T10:00:00-08:00 220 4.3 7.8 null 16.9
2023-02-09T11:00:00-08:00 232 2.7 6.1 null 19.5
2023-02-09T12:00:00-08:00 217 5.3 10.4 null 19.9
2023-02-09T13:00:00-08:00 225 8.7 12.3 null 16.5
2023-02-09T14:00:00-08:00 229 9.2 12.5 null 16.7
2023-02-09T15:00:00-08:00 242 8.5 12.9 null 16.9
2023-02-09T16:00:00-08:00 257 6.6 10.3 null 20.0
2023-02-09T17:00:00-08:00 239 3.6 7.8 null 21.8
2023-02-09T18:00:00-08:00 60 3.6 6.3 null 20.8
2023-02-10T10:00:00-08:00 340 5.5 8.4 null 20.4
2023-02-10T11:00:00-08:00 230 4.3 10.4 null 20.8
2023-02-10T12:00:00-08:00 231 8.4 10.8 null 17.0
2023-02-10T13:00:00-08:00 228 9.2 11.0 null 16.9
2023-02-10T14:00:00-08:00 232 8.5 11.8 null 16.9
2023-02-10T15:00:00-08:00 239 9.1 13.3 null 17.6
2023-02-10T16:00:00-08:00 261 10.5 15.4 null 18.5
2023-02-10T17:00:00-08:00 268 8.0 12.3 null 18.9
2023-02-10T18:00:00-08:00 216 4.8 8.9 null 18.2
2023-02-11T10:00:00-08:00 268 10.3 15.4 null 13.4
2023-02-11T11:00:00-08:00 260 10.7 16.0 null 13.8
2023-02-11T12:00:00-08:00 265 14.0 20.1 null 13.8
2023-02-11T13:00:00-08:00 266 14.9 20.7 null 13.8
2023-02-11T14:00:00-08:00 268 14.8 23.2 null 13.9
2023-02-11T15:00:00-08:00 258 12.6 17.9 null 13.7
2023-02-11T16:00:00-08:00 253 13.4 18.4 null 13.3
2023-02-11T17:00:00-08:00 245 11.3 15.4 null 12.8
2023-02-11T18:00:00-08:00 253 9.0 13.5 null 12.6
2023-02-12T10:00:00-08:00 114 2.6 4.2 null 13.5
2023-02-12T11:00:00-08:00 195 7.0 12.3 null 14.0
2023-02-12T12:00:00-08:00 232 10.5 14.4 null 13.2
2023-02-12T13:00:00-08:00 241 10.5 14.8 null 13.2
2023-02-12T14:00:00-08:00 246 10.5 14.8 null 13.1
2023-02-12T15:00:00-08:00 245 10.6 15.8 null 13.3
2023-02-12T16:00:00-08:00 259 9.0 12.9 null 13.0
2023-02-12T17:00:00-08:00 251 6.7 10.6 null 12.9
2023-02-12T18:00:00-08:00 234 6.8 9.5 null 12.9
2023-02-13T10:00:00-08:00 104 6.7 9.7 null 13.2
2023-02-13T11:00:00-08:00 129 8.5 12.9 null 13.0
2023-02-13T12:00:00-08:00 128 10.9 13.3 null 13.1
2023-02-13T13:00:00-08:00 126 12.2 14.8 null 13.4
2023-02-13T14:00:00-08:00 126 12.3 15.0 null 13.4
2023-02-13T15:00:00-08:00 128 13.8 16.7 null 13.4
2023-02-13T16:00:00-08:00 128 14.3 17.5 null 13.5
2023-02-13T17:00:00-08:00 122 12.1 14.8 null 13.7
2023-02-13T18:00:00-08:00 126 12.1 14.6 null 13.9
2023-02-14T11:00:00-08:00 245 10.4 14.1 null null
2023-02-14T12:00:00-08:00 255 10.6 16.3 null null
2023-02-14T13:00:00-08:00 254 11.0 18.8 null 13.7
2023-02-14T14:00:00-08:00 267 15.4 21.1 null 13.8
2023-02-14T15:00:00-08:00 269 17.3 23.8 null 13.5
2023-02-14T16:00:00-08:00 278 14.3 23.6 null 13.3
2023-02-14T17:00:00-08:00 296 15.5 24.5 null 13.8
2023-02-15T13:00:00-08:00 215 9.2 11.6 null 12.9
2023-02-15T14:00:00-08:00 223 8.5 11.0 null 13.3
2023-02-15T15:00:00-08:00 242 10.0 14.1 null 13.7
2023-02-15T16:00:00-08:00 256 12.5 16.9 null 13.5
2023-02-15T17:00:00-08:00 266 13.1 16.7 null 13.2
2023-02-15T18:00:00-08:00 272 11.4 16.0 null 12.9
2023-02-16T10:00:00-08:00 107 3.6 7.4 null 15.9
2023-02-16T11:00:00-08:00 175 3.8 8.2 null 16.1
2023-02-16T12:00:00-08:00 230 8.1 12.9 null 14.3
2023-02-16T13:00:00-08:00 246 10.0 13.7 null 14.6
2023-02-16T14:00:00-08:00 252 10.4 14.1 null 15.1
2023-02-16T15:00:00-08:00 259 11.3 14.2 null 14.7
2023-02-16T16:00:00-08:00 264 10.2 13.7 null 14.7
2023-02-16T17:00:00-08:00 271 7.4 10.6 null 14.3
2023-02-16T18:00:00-08:00 312 3.8 5.9 null 14.1
2023-02-17T10:00:00-08:00 299 4.8 7.0 null 15.4
2023-02-17T11:00:00-08:00 99 1.8 3.2 null 18.5
2023-02-17T12:00:00-08:00 216 5.1 8.4 null 16.2
